steps,time_per_step,nodes,filtered_nodes
2002,0.0003,541,0
4000,0.0003,763,2
6000,0.0003,922,15
8001,0.0003,1053,27
10002,0.0004,1150,41
12002,0.0004,1232,56
14001,0.0003,1320,70
16001,0.0004,1383,88
18001,0.0004,1453,98
20001,0.0004,1502,113
22000,0.0004,1561,127
24002,0.0004,1604,144
26002,0.0004,1653,147
28000,0.0004,1682,156
30002,0.0004,1714,164
32002,0.0005,1738,168
34002,0.0005,1771,176
36000,0.0004,1799,183
38000,0.0005,1828,187
40000,0.0005,1855,194
42001,0.0005,1882,197
44001,0.0005,1905,199
46000,0.0005,1929,204
48001,0.0004,1943,212
50000,0.0004,1956,218
52000,0.0005,1970,224
54000,0.0005,1985,227
56001,0.0005,2001,232
58002,0.0005,2009,241
60002,0.0005,2020,246
62000,0.0005,2031,252
64001,0.0005,2046,258
66002,0.0005,2058,267
68000,0.0005,2066,276
70000,0.0005,2078,282
72002,0.0005,2090,287
74002,0.0005,2099,296
76000,0.0005,2104,307
78002,0.0005,2116,314
80002,0.0005,2125,321
82001,0.0005,2136,328
84000,0.0005,2139,335
86002,0.0005,2149,342
88002,0.0005,2157,352
90000,0.0004,2167,359
92002,0.0005,2171,362
94002,0.0005,2177,364
96000,0.0005,2180,369
98000,0.0005,2191,375
100001,0.0005,2195,379
102001,0.0005,2201,384
104002,0.0005,2205,390
106000,0.0005,2208,397
108002,0.0005,2209,405
110002,0.0005,2211,411
112002,0.0005,2217,416
114002,0.0005,2221,422
116002,0.0005,2226,425
118000,0.0005,2232,430
120001,0.0005,2235,434
122002,0.0005,2241,443
124000,0.0006,2246,448
126002,0.0005,2250,456
128001,0.0005,2250,461
130000,0.0005,2252,464
132000,0.0005,2256,467
134000,0.0005,2258,468
136001,0.0005,2262,471
138002,0.0005,2265,473
140002,0.0006,2266,476
142000,0.0005,2269,476
144002,0.0006,2272,480
146001,0.0007,2276,481
148000,0.0006,2279,482
150002,0.0006,2279,483
152001,0.0006,2281,484
154000,0.0006,2282,487
156000,0.0006,2285,488
158002,0.0006,2289,489
160000,0.0005,2291,490
162002,0.0005,2293,490
164000,0.0006,2296,492
166001,0.0005,2300,493
168000,0.0006,2302,495
170002,0.0005,2304,495
172002,0.0005,2307,498
174000,0.0005,2309,499
176000,0.0005,2311,501
178001,0.0005,2311,502
180000,0.0006,2311,504
182001,0.0005,2313,508
184001,0.0005,2313,509
186002,0.0005,2314,509
188002,0.0005,2314,513
190000,0.0005,2317,513
192000,0.0005,2317,515
194001,0.0006,2317,515
196001,0.0005,2318,515
198001,0.0005,2319,515
200000,0.0005,2321,515
